id,nom_medicament,nom_generique,classe_therapeutique,famille_pharmacologique,posologie_adulte,posologie_enfant,dose_maximale,frequence_administration,grossesse,allaitement
41,EZETIMIBE ARROW,EZETROL 10 mg cp,Cardiologie - Angéiologie > Prévention cardiovasculaire > Hypolipémiants > Inhibiteur de l'absorption intestinale du cholestérol : ézétimibe > Métabolisme - Diabète - Nutrition,Hypolipémiant,Adulte : 1 comprimé par jour.,,,1 comprimé par jour,"L'effet de ce médicament pendant la grossesse est mal connu. Son usage est déconseillé sauf en cas de nécessité absolue. En association avec une statine, son usage est contre-indiqué chez la femme enceinte.",Les données disponibles ne permettent pas de savoir si ce médicament passe dans le lait maternel ; un choix est donc nécessaire entre l'allaitement et la prise du médicament. Cette décision devra être prise en accord avec votre médecin.
42,EZETIMIBE ALTER,EZETROL,Cardiologie - Angéiologie > Prévention cardiovasculaire > Hypolipémiants > Inhibiteur de l'absorption intestinale du cholestérol : ézétimibe > Métabolisme - Diabète - Nutrition,Hypolipémiant,Adulte : 1 comprimé par jour.,,,1 comprimé par jour,"L'effet de ce médicament pendant la grossesse est mal connu. Son usage est déconseillé sauf en cas de nécessité absolue. En association avec une statine, son usage est contre-indiqué chez la femme enceinte.",Les données disponibles ne permettent pas de savoir si ce médicament passe dans le lait maternel ; un choix est donc nécessaire entre l'allaitement et la prise du médicament. Cette décision devra être prise en accord avec votre médecin.
43,EZETIMIBE ALMUS,EZETROL 10 mg cp,Cardiologie - Angéiologie > Prévention cardiovasculaire > Hypolipémiants > Inhibiteur de l'absorption intestinale du cholestérol : ézétimibe > Métabolisme - Diabète - Nutrition,Hypolipémiant,Adulte : 1 comprimé par jour.,,,1 comprimé par jour,"L'effet de ce médicament pendant la grossesse est mal connu. Son usage est déconseillé sauf en cas de nécessité absolue. En association avec une statine, son usage est contre-indiqué chez la femme enceinte.",Les données disponibles ne permettent pas de savoir si ce médicament passe dans le lait maternel ; un choix est donc nécessaire entre l'allaitement et la prise du médicament. Cette décision devra être prise en accord avec votre médecin.
44,EZETIMIBE ACCORD,EZETROL 10 mg cp,Cardiologie - Angéiologie > Prévention cardiovasculaire > Hypolipémiants > Inhibiteur de l'absorption intestinale du cholestérol : ézétimibe > Métabolisme - Diabète - Nutrition,EZETIMIBE,,,,,,
45,EXTRANEAL,,Urologie - Néphrologie > Epuration extrarénale > Dialyse péritonéale,SOLUTIONS ISOTONIQUES,,,,,,
46,EXTRANASE,,Rhumatologie > Arthrose et diverses affections rhumatismales > Traitements d'appoint dans les affections rhumatismales > Enzymes,Enzyme à visée anti-œdémateuse,"Adulte : 3 comprimés, 3 fois par jour.","Enfant de 6 à 15 ans : 1 comprimé, 3 fois par jour.",,3 fois par jour,,
47,EYDENZELT,,Ophtalmologie > Affections rétiniennes > Affections dégénératives rétiniennes > Aflibercept > Rétinopathie vasculaire,AFLIBERCEPT,,,,,,
48,EXTOVYL,,Neurologie > Antivertigineux > Bétahistine,Antivertigineux,"1 gélule, 2 à 3 fois par jour.",,,3 fois par jour,"L'effet de ce médicament sur l'enfant à naître est mal connu. Par mesure de prudence, son usage pendant la grossesse est déconseillé.",Les données actuellement disponibles ne permettent pas de savoir si ce médicament passe dans le lait maternel : ne l'utilisez pas pendant l'allaitement sans avis médical.
49,EYLEA,,Ophtalmologie > Affections rétiniennes > Affections dégénératives rétiniennes > Aflibercept > Rétinopathie vasculaire,Inhibiteur du développement des vaissseaux sanguins,"Adulte : 1 dose de 2 mg (soit 0,05 ml) par injection, selon un rythme variable selon les indications : Dégénérescence maculaire liée à l'âge : 1 injection par mois dans l'œil malade, pendant 3 mois, puis 1 injection tous les 2 mois. La durée du traitement est définie par le médecin en fonction de la stabilisation de la vision ; Gonflement de la macula dû à l'obstruction des veines de la rétine : 1 injection par mois, tant que l'état de la maladie s'améliore. Votre vision doit faire l'objet d'un contrôle à chaque injection. Gonflement de la macula dû au diabète : 1 injection par mois dans l'œil malade, pendant 5 mois, puis 1 injection tous les 2 mois. Vaisseaux sanguins anormaux dans l'œil suite à une myopie : 1 seule injection. En cas de réapparition de la maladie, le traitement peut être renouvelé. Adulte : 1 dose de 8 mg (soit 0,07 ml de solution) par injection, selon un rythme de 1 injection par mois dans l'œil malade, pendant 3 mois, puis 1 injection tous les 4 ou 5 mois. La durée du traitement est définie par le médecin.",,,,Les femmes en âge de procréer doivent utiliser une contraception efficace pendant le traitement et les 3 mois qui suivent la dernière injection. L'effet de ce médicament sur la grossesse est mal connu : son usage est déconseillé chez la femme enceinte.,Les données actuellement disponibles ne permettent pas de savoir si ce médicament passe dans le lait maternel : le traitement est déconseillé pendant l'allaitement.
50,EXOCINE,,Ophtalmologie > Antibactériens locaux > Antibactériens locaux non associés > Fluoroquinolones > Ofloxacine,Antibiotique à usage ophtalmique,"Adulte et enfant de plus de 1 an : 2 gouttes, 4 fois par jour.","Adulte et enfant de plus de 1 an : 2 gouttes, 4 fois par jour.",,4 fois par jour,L'effet de ce médicament pendant la grossesse est mal connu : seul votre médecin peut évaluer le risque éventuel de son utilisation dans votre cas.,Les quinolones passent dans le lait maternel. Ce médicament est contre-indiqué pendant l'allaitement.
51,EXTAVIA,,Neurologie > Sclérose en plaques > Interférons > Interféron bêta-1b,INTERFERON BETA-1B,Adulte et enfant de plus de 12 ans : 1 injection tous les 2 jours.,Adulte et enfant de plus de 12 ans : 1 injection tous les 2 jours.,,,Les données actuellement disponibles n'ont pas montré d'augmentation du risque de fausse couche ou de malformations chez l'enfant à naître en cas d'utilisation de l'interféron bêta chez la femme enceinte. Ce médicament peut être utilisé pendant la grossesse si besoin.,La possibilité d'un effet chez le nourrisson est très improbable. L'allaitement est possible pendant le traitement.
52,EXTENCILLINE,,Infectiologie - Parasitologie > Bêta-lactamines : pénicillines > Pénicillines sensibles aux pénicillinases pénicillines G et V > Pénicillines G > Sels de benzylpénicilline,BENZATHINE BENZYLPENICILLINE,"Adulte : 1 injection de 1,2 MUI ou de 2,4 MUI, à renouveler si nécessaire.","Enfant : 1 injection de 600 000 UI ou de 1,2 MUI, selon l'âge, à renouveler si nécessaire.",,,Aucun effet néfaste pour l'enfant à naître n'a été établi avec ce médicament. Il peut être prescrit pendant la grossesse.,"Ce médicament passe dans le lait maternel ; la poursuite de l'allaitement est possible, mais tout symptôme survenant chez le nourrisson devra être signalé au médecin : muguet, éruption de boutons... pouvant traduire une intolérance ou une allergie."
53,EXOMUC,,"Pneumologie > Mucolytiques > Voie orale > Acétylcystéine, diacétylcystéine",Fluidifiant bronchique,"Adulte et enfant de plus de 7 ans : 1 sachet, 3 fois par jour. Adulte et enfant de plus de 7 ans : 1 sachet, 3 fois par jour. Adulte : 1 sachet par jour.","Adulte et enfant de plus de 7 ans : 1 sachet, 3 fois par jour. Enfant de 2 à 7 ans : 1 sachet, 2 fois par jour. Adulte et enfant de plus de 7 ans : 1 sachet, 3 fois par jour.",,3 fois par jour,,
54,EXEMESTANE ZYDUS FRANCE,AROMASINE 25 mg cp enr,Cancérologie - Hématologie > Antinéoplasiques > Hormonothérapie > Antihormones et apparentés > Inhibiteurs de l'aromatase > Exemestane,Agent antihormonal,Femme ménopausée : 1 comprimé par jour.,,,1 comprimé par jour,,
55,EXFORGE,,Classification pharmacothérapeutique VIDAL: Cardiologie - Angéiologie > Antihypertenseurs > Associations de plusieurs antihypertenseurs > Antagonistes de l'angiotensine II + inhibiteurs calciques > Valsartan + amlodipine || Classification ATC: SYSTEME CARDIOVASCULAIRE > MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE > INHIBITEURS DES RECEPTEURS DE L'ANGIOTENSINE II EN ASSOCIATION > INHIBITEURS DES RECEPTEURS DE L'ANGIOTENSINE II ET INHIBITEURS CALCIQUES > VALSARTAN ET AMLODIPINE,Valsartan + amlodipine,Adulte : 1 comprimé par jour.,,,1 comprimé par jour,"L'effet de ce médicament sur l'enfant à naître pendant les 3 premiers mois de la grossesse est mal connu. Par prudence, son usage est déconseillé. Au cours des 6 derniers mois de la grossesse, une prise prolongée de ce médicament peut altérer les reins du fœtus. Son utilisation est contre-indiquée à partir du 4e mois de la grossesse. En conséquence, un désir de grossesse nécessite le remplacement de ce médicament par un autre antihypertenseur. Si une grossesse survient alors que vous prenez ce médicament, consultez rapidement votre médecin pour qu'il modifie votre traitement.",Les données disponibles ne permettent pas de savoir si ce médicament passe dans le lait maternel : l'allaitement est déconseillé pendant le traitement.
56,EXFORGE HCT,,"Classification pharmacothérapeutique VIDAL: Cardiologie - Angéiologie > Antihypertenseurs > Associations de plusieurs antihypertenseurs > Antagoniste de l'angiotensine II + inhibiteur calcique + diurétique thiazidique > Valsartan + amlodipine + hydrochlorothiazide || Classification ATC: SYSTEME CARDIOVASCULAIRE > MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE > INHIBITEURS DES RECEPTEURS DE L'ANGIOTENSINE II EN ASSOCIATION > INHIBITEURS DES RECEPTEURS DE L'ANGIOTENSINE II, AUTRES ASSOCIATIONS > VALSARTAN, AMLODIPINE ET HYDROCHLOROTHIAZIDE",Valsartan + amlodipine + hydrochlorothiazide,,,,,,
57,EXJADE,,Toxicologie > Traitements spécifiques > Déférasirox,DEFERASIROX,,,,,,
58,EXEMESTANE ZENTIVA,AROMASINE 25 mg cp enr,Cancérologie - Hématologie > Antinéoplasiques > Hormonothérapie > Antihormones et apparentés > Inhibiteurs de l'aromatase > Exemestane,Agent antihormonal,Femme ménopausée : 1 comprimé par jour.,,,1 comprimé par jour,,
59,EXEMESTANE VIATRIS,AROMASINE 25 mg cp enr,Cancérologie - Hématologie > Antinéoplasiques > Hormonothérapie > Antihormones et apparentés > Inhibiteurs de l'aromatase > Exemestane,Agent antihormonal,Femme ménopausée : 1 comprimé par jour.,,,1 comprimé par jour,,
60,EXEMESTANE TEVA,AROMASINE 25 mg cp enr,Cancérologie - Hématologie > Antinéoplasiques > Hormonothérapie > Antihormones et apparentés > Inhibiteurs de l'aromatase > Exemestane,Agent antihormonal,Femme ménopausée : 1 comprimé par jour.,,,1 comprimé par jour,,
61,EXEMESTANE SANDOZ,AROMASINE 25 mg cp enr,Cancérologie - Hématologie > Antinéoplasiques > Hormonothérapie > Antihormones et apparentés > Inhibiteurs de l'aromatase > Exemestane,Agent antihormonal,Femme ménopausée : 1 comprimé par jour.,,,1 comprimé par jour,,
62,EXEMESTANE PFIZER,AROMASINE 25 mg cp enr,Cancérologie - Hématologie > Antinéoplasiques > Hormonothérapie > Antihormones et apparentés > Inhibiteurs de l'aromatase > Exemestane,Agent antihormonal,Femme ménopausée : 1 comprimé par jour.,,,1 comprimé par jour,,
63,EXEMESTANE EVOLUGEN,AROMASINE 25 mg cp enr,Cancérologie - Hématologie > Antinéoplasiques > Hormonothérapie > Antihormones et apparentés > Inhibiteurs de l'aromatase > Exemestane,Agent antihormonal,Femme ménopausée : 1 comprimé par jour.,,,1 comprimé par jour,,
64,EXEMESTANE EG,AROMASINE 25 mg cp enr,Cancérologie - Hématologie > Antinéoplasiques > Hormonothérapie > Antihormones et apparentés > Inhibiteurs de l'aromatase > Exemestane,Agent antihormonal,Femme ménopausée : 1 comprimé par jour.,,,1 comprimé par jour,,
65,EXEMESTANE CRISTERS,AROMASINE 25 mg cp enr,Cancérologie - Hématologie > Antinéoplasiques > Hormonothérapie > Antihormones et apparentés > Inhibiteurs de l'aromatase > Exemestane,Agent antihormonal,Femme ménopausée : 1 comprimé par jour.,,,1 comprimé par jour,,
66,EXEMESTANE BGR,AROMASINE 25 mg cp enr,Cancérologie - Hématologie > Antinéoplasiques > Hormonothérapie > Antihormones et apparentés > Inhibiteurs de l'aromatase > Exemestane,Agent antihormonal,Femme ménopausée : 1 comprimé par jour.,,,1 comprimé par jour,,
67,EXEMESTANE ARROW,AROMASINE 25 mg cp enr,Cancérologie - Hématologie > Antinéoplasiques > Hormonothérapie > Antihormones et apparentés > Inhibiteurs de l'aromatase > Exemestane,Agent antihormonal,Femme ménopausée : 1 comprimé par jour.,,,1 comprimé par jour,,
68,EXEMESTANE ACCORD,AROMASINE 25 mg cp enr,Cancérologie - Hématologie > Antinéoplasiques > Hormonothérapie > Antihormones et apparentés > Inhibiteurs de l'aromatase > Exemestane,Agent antihormonal,Femme ménopausée : 1 comprimé par jour.,,,1 comprimé par jour,,
69,EXBLIFEP,,Infectiologie - Parasitologie > Autres bêta-lactamines > Céfépime + enmétazobactam,CEFEPIME ET INHIBITEURS DE BETA-LACTAMASES,,,,,,
70,EXACYL,,Hémostase - Hématopoïèse - Hémoglobinopathies > Antihémorragiques > Antifibrinolytiques > Acide tranexamique,Antifibrinolytique,"Adulte : 4 à 8 comprimés ou 2 à 4 ampoules buvables par jour, à répartir en 2 ou 3 prises.",Enfant : la posologie est fonction du poids.,,,L'effet de ce médicament pendant la grossesse est mal connu : seul votre médecin peut évaluer le risque éventuel de son utilisation dans votre cas.,Ce médicament passe dans le lait maternel : l'allaitement est déconseillé.
